Index,Domain,Subdomain_Level,Url_Length,Url_Depth,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Path_Length,Query_Length,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding,Label
161,urlscan.io,1,62,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,16,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
162,latimes.com:443,1,28,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
163,virustotal.com,1,66,3,0,0,0,0,1,1,0,0,6,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
164,virustotal.com,1,66,3,0,0,0,0,1,1,0,0,6,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
165,virustotal.com,1,66,3,0,0,0,0,1,1,0,0,6,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
166,virustotal.com,1,66,3,0,0,0,0,1,1,0,0,6,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
167,smll.sh,1,16,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
168,go.ly,1,14,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
169,pgesystemy.pl,1,29,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
170,urlscan.io,1,63,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,19,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
171,urlscan.io,1,63,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,19,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
172,urlscan.io,1,62,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
173,olx.com.eg,1,23,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
174,repsolhealthandwellness.com,1,36,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
175,empleosyservicios.com,1,158,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11,60,68,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
176,urlscan.io,1,62,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,20,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
177,bbc.com,1,20,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
178,honorcu.com,1,24,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
179,windows-defender2021.000webhostapp.com,1,47,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,7,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
180,templatern.com,1,612,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,130,123,462,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
181,firebase.google.com,1,45,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
182,web.app,1,15,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
183,pilatesonline.ie,1,25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
184,androidtechfull.com,1,113,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,12,86,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
185,fortrader.com,1,29,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
186,fortrader.com,1,46,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
187,steamcommunity.com,1,41,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
188,urlscan.io,1,63,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,18,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
189,phishtank.org,1,55,1,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,7,17,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
190,hoganlovells.com,1,29,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
191,hoganlsovells.com,1,24,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
192,urlscan.io,1,63,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
193,urlscan.io,1,63,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,19,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
194,zkb.ch,1,68,4,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
195,urlscan.io,1,63,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,16,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
196,urlscan.io,1,63,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,20,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
197,urlscan.io,1,62,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,19,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
198,urlscan.io,1,63,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,25,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
199,careersatviterra.com,1,33,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
200,learn.fiverr.com,1,133,0,0,0,0,0,1,1,0,0,2,0,8,0,6,5,0,20,1,107,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
201,credicard.com.br,1,63,3,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,35,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
202,mueller-services.de,1,32,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
203,cartoonnetwork.es,1,36,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
204,aeoncredit.com.my,1,30,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
205,ibuyyoga.com,1,35,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
206,chancellor.company,1,73,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
207,9thstreetitalianmarket.com,1,62,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,24,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
208,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,19,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
209,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,22,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
210,download.gaga.tw,1,24,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
211,nanoworld88.narod.ru,1,44,2,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,5,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
212,finivero.wz.cz,1,34,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
213,mortgagestats.com,1,36,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
214,musicjourney.net,1,34,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
215,ctrustglobal.com,1,44,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
216,buckhrsolutions.co.uk,1,39,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
217,hotshots.cc,1,20,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
218,scmagazine.com,1,116,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
219,ow.ly,1,24,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,12,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
220,globecaqwe.weebly.com,1,30,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
221,globecaqwe.weebly.com,1,29,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
222,portal.webmoney.jp,1,56,2,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,13,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
223,brujitafr.fr,1,42,3,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,8,19,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
224,brujitafr.fr,1,38,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,8,19,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
225,search.mapquest.com,1,34,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
226,t.me,1,33,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
227,freethink.com,1,56,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
228,freethink.com,1,49,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
229,teleph.top,1,31,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
230,control.cnt.br,1,27,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
231,consumer.equifax.ca,1,72,4,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
232,guaxufios.com.br,1,29,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
233,guaxufios.com.br,1,28,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
234,conversations.im,1,25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
235,docs-bancopichincha.toc.com.ec,1,43,1,0,0,1,0,1,1,0,0,3,1,0,0,1,0,0,0,6,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
236,printablekosherrecipes.com,1,38,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
237,lifehacker.com,1,178,1,0,0,0,0,0,1,0,0,1,0,4,0,4,3,0,10,67,88,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
238,dlvr.it,1,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
239,moneyflip.cc,1,43,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
240,clearforkfarm.com,1,29,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
241,cikgugrafik.com,1,73,3,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,10,51,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
242,business.att.com,1,112,2,0,0,0,0,1,1,0,0,5,0,2,0,2,1,0,0,46,37,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
243,dlvr.it,1,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
244,red-by-sfr.fr,1,87,2,0,0,0,0,1,1,0,0,3,2,0,0,2,1,0,12,36,25,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
245,sh.sfr.fr,1,177,4,0,0,0,0,1,1,0,0,2,0,4,0,4,3,0,70,91,68,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
246,cl.exct.net,1,151,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,80,1,131,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
247,designhubconsult.com,1,91,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,64,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
248,designhubconsult.com,1,90,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,63,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
249,m-tec.cc,1,34,1,0,0,1,0,1,1,0,0,3,1,0,0,1,0,0,2,15,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
250,login.circle.so,1,68,1,0,0,1,0,1,1,0,0,4,0,2,0,1,0,0,0,8,37,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
251,cikgugrafik.com,1,77,3,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,10,51,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
252,login.circle.so,1,72,1,0,0,1,0,1,1,0,0,4,0,2,0,1,0,0,0,8,41,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
253,windows-live-messenger.softonic.nl,1,46,1,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
254,dlvr.it,1,117,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,20,7,95,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
255,dlvr.it,1,117,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,24,7,95,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
256,crespomods.com,1,22,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
257,discord.com,1,37,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
258,custombusinessresults.com,1,33,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
259,cikgugrafik.com,1,78,3,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,10,51,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
260,bancooccidente.co,1,129,8,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,105,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
261,svetlayapamyat.com,1,26,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
262,bancooccidente.co,1,113,8,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,89,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
263,tsz-blaugold.de,1,40,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,17,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
264,encue.blogspot.com,1,27,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
265,miro.com,1,66,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,29,21,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
266,appletonapplianceservice.com,1,41,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
267,appletonapplianceservice.com,1,36,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
268,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
269,creicopiinfo.com,1,24,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
270,agungtebaru2013.blogspot.com,1,80,3,0,0,0,0,1,1,0,0,3,0,1,0,1,0,0,11,44,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
271,account.boyum-it.com,1,42,2,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,14,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
272,sts.zb.co.zw,1,133,2,0,0,0,0,1,1,0,0,7,0,0,0,6,5,0,17,9,103,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
273,seminariostop.com,1,26,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
274,seminariostop.com,1,25,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
275,trustandsafety.cloudflareaccess.com,1,1161,4,0,0,0,0,1,1,0,0,7,0,4,7,3,2,0,184,57,1060,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
276,trustandsafety.cloudflareaccess.com,1,77,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,8,25,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
277,inrad.org,1,43,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,4,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
278,hessendesign.de,1,24,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
279,standardcharteredfuturestate.udemy.com,1,290,3,0,0,0,0,1,1,0,0,2,0,7,3,4,3,0,24,59,184,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
280,windocyte.com,1,609,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,139,121,462,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
281,urlscan.io,1,63,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
282,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,20,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
283,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,18,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
284,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,22,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
285,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,22,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
286,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,17,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
287,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,20,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
288,bridgestoworkapp.com,1,71,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,43,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
289,bridgestoworkapp.com,1,69,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
290,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,24,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
291,fnxx.info,1,59,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,18,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
292,cyclotrongroup.com,1,63,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
293,cyclotrongroup.com,1,65,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
294,cyclotrongroup.com,1,64,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
295,m.me,1,48,2,0,0,1,0,0,1,0,0,1,0,3,0,1,0,0,2,22,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
296,amazon.in,1,171,5,0,0,0,0,1,1,0,0,2,0,4,0,3,2,0,45,101,48,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
297,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
298,downloads.fyxm.net,1,111,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,5,86,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
299,m.me,1,33,2,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
300,consumer.equifax.ca,1,32,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
301,consumer.equifax.ca,1,31,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
302,downloads.digitaltrends.com,1,61,3,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
303,myebox.be.appzichtknm.com,1,33,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
304,files.fm,1,28,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,12,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
305,felixgonzalezeportfolio.com,1,40,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
306,felixgonzalezeportfolio.com,1,36,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
307,distribuidorasibon.com,1,31,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
308,distribuidorasibon.com,1,30,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
309,certificadosatributos.com,1,33,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
310,linktr.ee,1,270,1,0,0,0,0,0,1,0,0,4,0,4,24,4,3,0,62,16,236,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
311,trk.klclick2.com,1,853,2,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,147,9,819,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
312,amirdahan.schoolyland.co.il,1,36,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
313,amirdahan.schoolyland.co.il,1,35,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
314,echo7.bluehornet.com,1,100,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,43,72,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
315,zdnet.com,1,99,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,78,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
316,packetstormsecurity.com,1,121,4,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,5,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
317,moneyflip.cc,1,56,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
318,moneyflip.cc,1,51,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
319,interbank.pe,1,112,4,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,6,35,56,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
320,bit.ly,1,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
321,hi.gethuman.com,1,52,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
322,hi.gethuman.com,1,51,2,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
323,hi.gethuman.com,1,48,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
324,hi.gethuman.com,1,47,2,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
